gender,race_ethnicity,parental_level_of_education,test_preparation_course,math_score,reading_score,writing_score
female,group D,master's degree,none,74,64,72
male,group C,master's degree,completed,57,41,67
female,group B,associate's degree,completed,18,28,24
male,group B,associate's degree,completed,83,41,95
female,group C,some high school,none,27,49,55
female,group D,bachelor's degree,none,16,26,56
male,group A,associate's degree,none,11,50,71
male,group C,high school,completed,64,28,47
male,group B,high school,none,77,80,93
male,group A,bachelor's degree,none,51,63,53
female,group C,some college,completed,80,17,77
male,group C,bachelor's degree,completed,31,61,75
female,group B,associate's degree,none,94,37,49
female,group D,bachelor's degree,completed,52,90,51
male,group D,associate's degree,none,84,68,67
male,group B,master's degree,none,38,74,41
male,group C,some college,none,47,87,31
female,group B,master's degree,completed,17,17,22
female,group C,some high school,none,78,67,42
male,group A,some high school,completed,82,82,32
female,group A,high school,none,87,83,62
male,group B,some college,none,15,45,27
male,group B,master's degree,completed,30,82,42
female,group B,master's degree,none,79,59,22
male,group A,bachelor's degree,completed,84,59,88
male,group C,bachelor's degree,none,94,25,42
male,group C,master's degree,none,27,52,66
female,group B,bachelor's degree,none,46,88,22
male,group A,bachelor's degree,none,56,44,83
male,group D,high school,completed,43,17,68
male,group B,some high school,none,23,26,65
female,group A,bachelor's degree,none,82,92,87
male,group B,some high school,none,24,17,39
male,group A,bachelor's degree,completed,52,86,66
male,group D,associate's degree,none,79,58,56
male,group C,bachelor's degree,none,67,93,11
female,group C,high school,none,76,94,86
female,group B,associate's degree,none,18,28,95
male,group C,some high school,completed,52,45,90
male,group A,associate's degree,completed,74,38,49
female,group A,some high school,none,48,66,57
male,group D,some college,none,17,43,34
male,group A,associate's degree,none,97,99,41
female,group C,master's degree,none,17,61,22
female,group C,master's degree,completed,84,44,39
female,group B,master's degree,none,87,88,11
male,group B,master's degree,completed,59,39,96
female,group D,master's degree,completed,59,26,99
male,group C,high school,none,91,34,50
male,group D,bachelor's degree,completed,83,30,32
female,group C,master's degree,completed,95,88,100
female,group D,some high school,completed,17,44,98
female,group B,bachelor's degree,completed,64,32,94
female,group D,some high school,none,85,20,18
female,group D,associate's degree,none,70,41,56
female,group C,some college,none,15,16,35
female,group D,some college,none,47,83,66
female,group C,high school,none,28,71,36
male,group B,bachelor's degree,none,77,99,11
female,group C,master's degree,none,88,100,64
male,group A,high school,completed,98,73,73
female,group C,high school,completed,57,64,26
male,group B,master's degree,none,42,68,34
female,group A,some high school,completed,78,30,47
male,group A,bachelor's degree,completed,83,79,98
female,group C,some college,none,70,33,75
female,group C,some high school,none,78,45,48
male,group C,master's degree,completed,30,58,98
male,group A,some high school,completed,97,34,37
female,group C,high school,none,87,18,99
male,group A,high school,none,76,55,64
male,group D,some high school,none,27,83,18
male,group C,master's degree,completed,64,15,16
female,group B,high school,none,54,28,68
male,group B,associate's degree,none,11,44,14
female,group B,some college,none,45,90,14
male,group C,bachelor's degree,none,43,50,34
female,group C,some high school,completed,36,60,63
male,group B,some high school,completed,15,43,53
male,group D,some college,none,55,54,48
female,group B,bachelor's degree,completed,87,39,33
male,group D,bachelor's degree,completed,43,44,54
female,group B,bachelor's degree,none,81,64,72
male,group A,master's degree,completed,95,73,18
male,group A,high school,none,20,77,82
female,group D,associate's degree,completed,58,10,24
male,group B,high school,none,67,58,75
female,group C,bachelor's degree,completed,89,36,96
female,group B,associate's degree,none,75,30,32
male,group C,bachelor's degree,completed,78,44,70
male,group D,some high school,none,49,31,44
female,group B,high school,none,18,27,92
male,group C,some high school,none,34,14,32
female,group B,master's degree,completed,17,54,31
male,group A,high school,none,50,38,75
male,group A,master's degree,completed,24,54,51
female,group C,high school,none,26,51,91
female,group C,bachelor's degree,none,73,61,25
female,group C,master's degree,none,77,58,46
female,group B,high school,completed,31,90,100
female,group A,bachelor's degree,completed,69,90,61
female,group A,some high school,completed,12,59,59
female,group D,some college,completed,51,68,97
female,group D,master's degree,none,60,95,59
female,group B,high school,none,31,68,75
female,group C,high school,completed,40,43,12
female,group C,some college,completed,32,64,60
male,group B,master's degree,completed,76,57,80
female,group A,some high school,none,55,65,77
female,group B,some college,completed,79,31,64
female,group B,associate's degree,completed,45,32,84
male,group B,bachelor's degree,none,15,33,27
female,group C,high school,completed,39,27,64
male,group D,some college,completed,47,65,50
female,group B,associate's degree,none,82,50,33
female,group C,master's degree,none,59,16,10
female,group D,high school,none,22,26,79
female,group C,bachelor's degree,completed,25,13,83
male,group C,high school,completed,92,59,71
male,group B,master's degree,completed,79,81,89
female,group A,some college,completed,47,52,12
male,group D,master's degree,completed,21,92,64
male,group A,bachelor's degree,none,39,74,93
male,group B,bachelor's degree,none,91,73,10
female,group C,high school,completed,100,91,99
male,group C,high school,completed,99,76,94
male,group D,master's degree,completed,61,40,80
female,group D,some high school,completed,55,61,74
female,group D,bachelor's degree,none,54,70,65
male,group A,some high school,none,56,74,19
male,group D,master's degree,completed,77,10,66
female,group A,some college,none,61,90,86
female,group C,some high school,completed,73,89,49
male,group D,bachelor's degree,none,30,61,35
male,group D,associate's degree,none,42,11,72
female,group A,bachelor's degree,completed,23,28,62
female,group C,high school,completed,76,73,27
male,group D,bachelor's degree,completed,44,50,77
male,group B,high school,completed,31,20,75
male,group B,bachelor's degree,completed,52,16,66
female,group C,some high school,none,82,46,61
female,group D,master's degree,none,26,15,61
female,group A,high school,none,72,20,27
male,group A,some high school,completed,20,49,99
female,group B,high school,none,46,87,36
male,group B,some high school,completed,46,68,34
female,group A,master's degree,none,15,68,99
female,group D,some high school,none,71,13,56
female,group D,some high school,completed,75,56,34
female,group A,associate's degree,none,20,55,91
male,group D,bachelor's degree,none,85,68,40
male,group A,bachelor's degree,completed,32,15,24
male,group C,bachelor's degree,completed,21,32,60
female,group A,high school,none,95,32,11
female,group A,associate's degree,none,67,46,25
female,group A,some high school,none,74,78,44
female,group D,some college,none,30,63,15
male,group C,bachelor's degree,completed,92,49,16
female,group C,associate's degree,completed,25,16,43
female,group B,some college,completed,18,62,52
male,group A,master's degree,completed,72,36,42
female,group C,bachelor's degree,completed,90,73,85
male,group C,high school,completed,44,74,37
female,group D,master's degree,none,25,32,77
female,group B,bachelor's degree,none,30,22,94
female,group C,master's degree,completed,45,36,83
male,group A,some college,none,38,57,24
male,group C,some college,completed,80,40,31
male,group B,some college,none,100,95,67
female,group C,some high school,completed,14,96,38
male,group A,associate's degree,completed,99,56,48
female,group C,associate's degree,none,71,39,80
male,group D,some high school,none,75,25,36
male,group A,high school,completed,75,52,94
female,group C,high school,completed,74,14,92
male,group A,master's degree,completed,34,12,22
female,group D,some college,none,57,52,56
female,group C,associate's degree,none,98,99,90
female,group C,associate's degree,none,57,82,73
female,group B,some college,none,15,70,35
male,group B,high school,completed,64,40,77
female,group B,master's degree,completed,31,20,95
male,group C,master's degree,completed,58,46,16
female,group A,master's degree,none,66,38,88
female,group A,high school,none,78,65,79
female,group A,some college,none,21,55,33
female,group A,some college,completed,10,23,32
male,group B,some college,completed,14,33,14
female,group C,master's degree,none,29,76,15
male,group B,master's degree,none,72,59,24
male,group A,some high school,none,16,70,80
female,group C,some college,completed,32,20,66
male,group C,bachelor's degree,completed,64,35,83
male,group A,associate's degree,none,86,10,41
male,group D,associate's degree,completed,47,25,77
male,group B,high school,none,67,40,38
female,group B,some college,completed,74,59,42
male,group A,master's degree,completed,33,60,97
female,group D,bachelor's degree,completed,19,62,60
female,group B,associate's degree,completed,15,21,92
male,group A,high school,completed,94,30,58
female,group A,associate's degree,completed,13,37,34
female,group D,bachelor's degree,none,33,52,28
female,group D,bachelor's degree,completed,34,52,79
male,group C,bachelor's degree,completed,39,10,54
female,group C,some college,none,86,35,60
female,group B,master's degree,none,27,80,23
female,group D,associate's degree,completed,45,18,26
male,group C,master's degree,completed,20,70,18
